model,draw,role,NFP+,LR,RN+,ENS+,DIV,DVG,DVD,joint_score,observed_percentile
national_anchored,115,calibration,197.0,33.0,144.0,157.0,10.0,13.0,23.0,13.921056298560284,NaN
national_anchored,116,reference,178.0,37.0,144.0,169.0,9.0,13.0,27.0,NaN,NaN
national_anchored,117,calibration,135.0,26.0,250.0,128.0,8.0,12.0,18.0,112.08639916481512,NaN
national_anchored,118,reference,209.0,16.0,181.0,131.0,9.0,12.0,19.0,NaN,NaN
national_anchored,119,calibration,174.0,35.0,185.0,140.0,10.0,13.0,20.0,42.37686257355995,NaN
national_anchored,120,reference,186.0,37.0,147.0,159.0,11.0,13.0,24.0,NaN,NaN
national_anchored,121,calibration,203.0,27.0,134.0,167.0,8.0,13.0,25.0,12.979158459956569,NaN
national_anchored,122,reference,207.0,38.0,131.0,157.0,9.0,12.0,23.0,NaN,NaN
national_anchored,123,calibration,211.0,23.0,136.0,162.0,9.0,11.0,25.0,15.137564212375036,NaN
national_anchored,124,reference,148.0,39.0,156.0,180.0,12.0,13.0,29.0,NaN,NaN
national_anchored,125,calibration,201.0,38.0,127.0,168.0,10.0,12.0,21.0,12.326542767525243,NaN
national_anchored,126,reference,228.0,24.0,145.0,133.0,9.0,12.0,26.0,NaN,NaN
national_anchored,127,calibration,174.0,21.0,160.0,176.0,10.0,14.0,22.0,28.50340420648882,NaN
national_anchored,128,reference,169.0,28.0,192.0,145.0,8.0,12.0,23.0,NaN,NaN
national_anchored,129,calibration,198.0,17.0,176.0,145.0,9.0,14.0,18.0,33.59685844744999,NaN
national_anchored,130,reference,191.0,39.0,135.0,164.0,10.0,12.0,26.0,NaN,NaN
national_anchored,131,calibration,219.0,19.0,122.0,164.0,10.0,12.0,31.0,19.775843464000626,NaN
national_anchored,132,reference,125.0,41.0,167.0,191.0,9.0,13.0,31.0,NaN,NaN
national_anchored,133,calibration,146.0,22.0,224.0,144.0,8.0,14.0,19.0,82.71296906637966,NaN
national_anchored,134,reference,225.0,41.0,102.0,165.0,10.0,12.0,22.0,NaN,NaN
national_anchored,135,calibration,220.0,40.0,103.0,167.0,10.0,12.0,25.0,21.699057881314683,NaN
