model,draw,role,NFP+,LR,RN+,ENS+,DIV,DVG,DVD,joint_score,observed_percentile
national,687,calibration,202.0,20.0,194.0,120.0,10.0,12.0,19.0,52.710747899931576,NaN
national,688,reference,154.0,18.0,185.0,170.0,9.0,13.0,28.0,NaN,NaN
national,689,calibration,203.0,33.0,124.0,166.0,9.0,13.0,29.0,12.782116552682776,NaN
national,690,reference,216.0,26.0,130.0,168.0,9.0,11.0,17.0,NaN,NaN
national,691,calibration,230.0,40.0,87.0,172.0,10.0,12.0,26.0,35.742805764137046,NaN
national,692,reference,208.0,41.0,109.0,173.0,9.0,13.0,24.0,NaN,NaN
national,693,calibration,199.0,28.0,143.0,161.0,10.0,11.0,25.0,13.491587939367239,NaN
national,694,reference,190.0,35.0,154.0,159.0,9.0,13.0,17.0,NaN,NaN
national,695,calibration,232.0,40.0,82.0,176.0,11.0,13.0,23.0,40.72440538298322,NaN
national,696,reference,177.0,36.0,157.0,164.0,7.0,11.0,25.0,NaN,NaN
national,697,calibration,213.0,39.0,107.0,167.0,9.0,13.0,29.0,18.84862143877653,NaN
national,698,reference,191.0,38.0,136.0,168.0,9.0,12.0,23.0,NaN,NaN
national,699,calibration,238.0,36.0,83.0,175.0,10.0,11.0,24.0,42.56162497493973,NaN
national,700,reference,198.0,45.0,106.0,177.0,10.0,12.0,29.0,NaN,NaN
national,701,calibration,194.0,40.0,125.0,172.0,9.0,12.0,25.0,14.470319995749161,NaN
national,702,reference,167.0,26.0,169.0,168.0,8.0,13.0,26.0,NaN,NaN
national,703,calibration,238.0,38.0,105.0,154.0,9.0,10.0,23.0,31.04881061633286,NaN
national,704,reference,191.0,34.0,138.0,167.0,10.0,14.0,23.0,NaN,NaN
national,705,calibration,217.0,33.0,126.0,154.0,8.0,11.0,28.0,15.726768253899412,NaN
national,706,reference,208.0,32.0,122.0,165.0,8.0,14.0,28.0,NaN,NaN
national,707,calibration,245.0,36.0,85.0,173.0,5.0,11.0,22.0,45.26914002426247,NaN
national,708,reference,154.0,35.0,176.0,169.0,10.0,13.0,20.0,NaN,NaN
national,709,calibration,202.0,39.0,112.0,174.0,13.0,13.0,24.0,17.23418885812895,NaN
national,710,reference,217.0,23.0,151.0,146.0,9.0,13.0,18.0,NaN,NaN
national,711,calibration,200.0,38.0,133.0,164.0,11.0,13.0,18.0,12.634005857004912,NaN
national,712,reference,217.0,32.0,124.0,157.0,10.0,13.0,24.0,NaN,NaN
national,713,calibration,205.0,42.0,112.0,169.0,9.0,13.0,27.0,16.570588124772915,NaN
national,714,reference,144.0,36.0,198.0,154.0,10.0,12.0,23.0,NaN,NaN
national,715,calibration,193.0,22.0,155.0,164.0,10.0,11.0,22.0,18.875760723455326,NaN
national,716,reference,218.0,40.0,93.0,181.0,9.0,12.0,24.0,NaN,NaN
national,717,calibration,187.0,36.0,157.0,150.0,10.0,13.0,24.0,20.34375321032105,NaN
national,718,reference,207.0,24.0,167.0,139.0,10.0,12.0,18.0,NaN,NaN
national,719,calibration,223.0,31.0,117.0,156.0,10.0,11.0,29.0,19.2555889362113,NaN
national,720,reference,218.0,44.0,95.0,173.0,11.0,13.0,23.0,NaN,NaN
national,721,calibration,185.0,36.0,146.0,167.0,9.0,13.0,21.0,16.605480753814707,NaN
national,722,reference,136.0,21.0,242.0,132.0,10.0,12.0,24.0,NaN,NaN
national,723,calibration,206.0,37.0,135.0,156.0,9.0,12.0,22.0,12.77975288427822,NaN
national,724,reference,184.0,43.0,125.0,181.0,10.0,11.0,23.0,NaN,NaN
national,725,calibration,189.0,36.0,144.0,159.0,10.0,13.0,26.0,14.855433915865813,NaN
national,726,reference,217.0,44.0,87.0,179.0,10.0,12.0,28.0,NaN,NaN
national,727,calibration,134.0,30.0,216.0,151.0,10.0,13.0,23.0,80.69835415414563,NaN
national,728,reference,196.0,29.0,147.0,160.0,10.0,14.0,21.0,NaN,NaN
national,729,calibration,202.0,39.0,118.0,168.0,10.0,12.0,28.0,14.255345939647174,NaN
national,730,reference,221.0,39.0,96.0,174.0,9.0,14.0,24.0,NaN,NaN
national,731,calibration,203.0,39.0,125.0,164.0,10.0,13.0,23.0,12.435980755751817,NaN
national,732,reference,189.0,40.0,125.0,171.0,10.0,14.0,28.0,NaN,NaN
national,733,calibration,178.0,37.0,154.0,160.0,9.0,13.0,26.0,20.948176111493755,NaN
national,734,reference,173.0,39.0,148.0,168.0,10.0,13.0,26.0,NaN,NaN
national,735,calibration,188.0,34.0,161.0,147.0,10.0,14.0,23.0,22.37609070527321,NaN
national,736,reference,204.0,28.0,124.0,175.0,11.0,13.0,22.0,NaN,NaN
national,737,calibration,212.0,39.0,102.0,176.0,9.0,13.0,26.0,22.29397914607397,NaN
national,738,reference,190.0,32.0,141.0,170.0,9.0,13.0,22.0,NaN,NaN
national,739,calibration,228.0,34.0,101.0,164.0,9.0,12.0,29.0,26.31186754607454,NaN
national,740,reference,221.0,23.0,181.0,112.0,9.0,11.0,20.0,NaN,NaN
national,741,calibration,196.0,40.0,127.0,171.0,9.0,12.0,22.0,13.745010156139461,NaN
national,742,reference,188.0,27.0,185.0,137.0,9.0,12.0,19.0,NaN,NaN
national,743,calibration,220.0,34.0,108.0,165.0,10.0,14.0,26.0,19.709735473276137,NaN
national,744,reference,177.0,43.0,137.0,170.0,10.0,13.0,27.0,NaN,NaN
national,745,calibration,193.0,36.0,125.0,175.0,11.0,11.0,26.0,15.226437815859445,NaN
national,746,reference,210.0,30.0,158.0,139.0,8.0,13.0,19.0,NaN,NaN
national,747,calibration,208.0,46.0,95.0,178.0,11.0,13.0,26.0,27.804473608539293,NaN
national,748,reference,218.0,21.0,175.0,117.0,9.0,13.0,24.0,NaN,NaN
national,749,calibration,224.0,36.0,109.0,163.0,11.0,13.0,21.0,20.965484745485977,NaN
national,750,reference,227.0,35.0,97.0,172.0,12.0,12.0,22.0,NaN,NaN
national,751,calibration,151.0,35.0,207.0,142.0,8.0,13.0,21.0,65.85968894750931,NaN
national,752,reference,233.0,40.0,84.0,178.0,9.0,13.0,20.0,NaN,NaN
national,753,calibration,182.0,20.0,163.0,162.0,10.0,12.0,28.0,24.97279542559043,NaN
national,754,reference,213.0,41.0,88.0,185.0,11.0,14.0,25.0,NaN,NaN
national,755,calibration,212.0,27.0,146.0,150.0,8.0,12.0,22.0,17.233935248756392,NaN
national,756,reference,218.0,31.0,123.0,163.0,10.0,10.0,22.0,NaN,NaN
national,757,calibration,217.0,26.0,150.0,143.0,8.0,13.0,20.0,22.119550586908534,NaN
national,758,reference,192.0,43.0,112.0,183.0,8.0,12.0,27.0,NaN,NaN
national,759,calibration,213.0,38.0,118.0,161.0,12.0,11.0,24.0,14.846454357129037,NaN
national,760,reference,198.0,38.0,118.0,175.0,10.0,12.0,26.0,NaN,NaN
national,761,calibration,222.0,26.0,177.0,112.0,8.0,12.0,20.0,50.244682933896314,NaN
national,762,reference,227.0,38.0,108.0,161.0,6.0,11.0,26.0,NaN,NaN
national,763,calibration,211.0,40.0,109.0,173.0,11.0,12.0,21.0,18.557528890254478,NaN
national,764,reference,197.0,45.0,101.0,186.0,10.0,12.0,26.0,NaN,NaN
national,765,calibration,208.0,38.0,113.0,173.0,10.0,13.0,22.0,16.43908567923643,NaN
national,766,reference,180.0,28.0,183.0,144.0,9.0,14.0,19.0,NaN,NaN
national,767,calibration,237.0,25.0,127.0,147.0,8.0,13.0,20.0,28.09829941076865,NaN
national,768,reference,181.0,39.0,152.0,159.0,11.0,13.0,22.0,NaN,NaN
national,769,calibration,185.0,41.0,133.0,167.0,8.0,14.0,29.0,16.23999097144522,NaN
national,770,reference,203.0,36.0,133.0,169.0,6.0,12.0,18.0,NaN,NaN
national,771,calibration,169.0,38.0,171.0,160.0,8.0,13.0,18.0,32.336951469576604,NaN
national,772,reference,173.0,39.0,138.0,180.0,10.0,13.0,24.0,NaN,NaN
national,773,calibration,229.0,18.0,127.0,155.0,9.0,12.0,27.0,23.663816422664286,NaN
national,774,reference,202.0,37.0,107.0,178.0,9.0,13.0,31.0,NaN,NaN
national,775,calibration,187.0,46.0,120.0,178.0,10.0,11.0,25.0,20.46257553510655,NaN
national,776,reference,173.0,31.0,186.0,144.0,8.0,14.0,21.0,NaN,NaN
national,777,calibration,222.0,37.0,96.0,177.0,9.0,13.0,23.0,27.965275771653072,NaN
national,778,reference,143.0,37.0,173.0,176.0,11.0,13.0,24.0,NaN,NaN
national,779,calibration,176.0,41.0,134.0,179.0,10.0,13.0,24.0,22.52377344852292,NaN
national,780,reference,196.0,33.0,145.0,158.0,7.0,13.0,25.0,NaN,NaN
national,781,calibration,187.0,20.0,180.0,152.0,8.0,13.0,17.0,33.68746380901956,NaN
national,782,reference,162.0,23.0,184.0,166.0,7.0,14.0,21.0,NaN,NaN
national,783,calibration,216.0,42.0,103.0,165.0,10.0,14.0,27.0,21.554783541464463,NaN
national,784,reference,199.0,43.0,122.0,164.0,10.0,13.0,26.0,NaN,NaN
national,785,calibration,146.0,37.0,186.0,164.0,6.0,14.0,24.0,53.40192370336892,NaN
national,786,reference,196.0,24.0,194.0,121.0,12.0,14.0,16.0,NaN,NaN
national,787,calibration,146.0,42.0,168.0,171.0,10.0,13.0,27.0,46.077324363485076,NaN
national,788,reference,223.0,38.0,96.0,171.0,10.0,12.0,27.0,NaN,NaN
national,789,calibration,171.0,26.0,163.0,172.0,9.0,13.0,23.0,28.925354748591875,NaN
national,790,reference,230.0,38.0,95.0,169.0,9.0,12.0,24.0,NaN,NaN
national,791,calibration,203.0,36.0,142.0,148.0,9.0,13.0,26.0,15.382773500923928,NaN
national,792,reference,155.0,44.0,154.0,176.0,9.0,11.0,28.0,NaN,NaN
national,793,calibration,168.0,34.0,159.0,167.0,10.0,12.0,27.0,27.524816019159335,NaN
national,794,reference,181.0,36.0,141.0,172.0,9.0,11.0,27.0,NaN,NaN
national,795,calibration,190.0,22.0,150.0,171.0,9.0,14.0,21.0,18.885600301118178,NaN
national,796,reference,183.0,41.0,128.0,175.0,10.0,13.0,27.0,NaN,NaN
national,797,calibration,183.0,39.0,132.0,180.0,8.0,13.0,22.0,19.717086501955695,NaN
national,798,reference,217.0,35.0,124.0,161.0,8.0,12.0,20.0,NaN,NaN
national,799,calibration,152.0,38.0,168.0,173.0,9.0,12.0,25.0,41.693773665835366,NaN
national,800,reference,190.0,39.0,127.0,175.0,11.0,12.0,23.0,NaN,NaN
national,801,calibration,227.0,24.0,128.0,162.0,6.0,10.0,20.0,20.544427137798355,NaN
national,802,reference,234.0,23.0,129.0,148.0,11.0,10.0,22.0,NaN,NaN
national,803,calibration,161.0,33.0,199.0,140.0,9.0,14.0,21.0,55.700104530620806,NaN
national,804,reference,223.0,22.0,107.0,176.0,12.0,14.0,23.0,NaN,NaN
national,805,calibration,209.0,31.0,146.0,144.0,7.0,14.0,26.0,18.257749440184543,NaN
national,806,reference,185.0,45.0,117.0,180.0,10.0,13.0,27.0,NaN,NaN
national,807,calibration,202.0,40.0,96.0,190.0,9.0,13.0,27.0,31.211949785846674,NaN
national,808,reference,215.0,32.0,105.0,181.0,6.0,13.0,25.0,NaN,NaN
national,809,calibration,188.0,46.0,112.0,179.0,12.0,13.0,27.0,23.014123273365772,NaN
national,810,reference,194.0,28.0,148.0,169.0,9.0,13.0,16.0,NaN,NaN
national,811,calibration,199.0,36.0,156.0,141.0,8.0,14.0,23.0,21.519980759923644,NaN
national,812,reference,185.0,37.0,138.0,170.0,7.0,13.0,27.0,NaN,NaN
national,813,calibration,189.0,43.0,107.0,182.0,7.0,14.0,35.0,26.347558610329866,NaN
national,814,reference,203.0,42.0,109.0,178.0,7.0,12.0,26.0,NaN,NaN
national,815,calibration,162.0,44.0,137.0,187.0,8.0,13.0,26.0,34.0355217144223,NaN
national,816,reference,204.0,21.0,203.0,106.0,9.0,13.0,21.0,NaN,NaN
national,817,calibration,210.0,39.0,122.0,156.0,9.0,11.0,30.0,14.790843356844118,NaN
national,818,reference,242.0,38.0,66.0,183.0,10.0,14.0,24.0,NaN,NaN
national,819,calibration,192.0,37.0,121.0,178.0,9.0,14.0,26.0,17.186451517422082,NaN
national,820,reference,208.0,25.0,127.0,173.0,9.0,13.0,22.0,NaN,NaN
national,821,calibration,186.0,25.0,176.0,150.0,10.0,13.0,17.0,30.70571829067681,NaN
national,822,reference,213.0,42.0,99.0,174.0,8.0,13.0,28.0,NaN,NaN
national,823,calibration,218.0,38.0,80.0,193.0,8.0,11.0,29.0,43.86141733286571,NaN
national,824,reference,242.0,41.0,87.0,156.0,11.0,11.0,29.0,NaN,NaN
national,825,calibration,233.0,41.0,91.0,164.0,10.0,13.0,25.0,34.31732393633152,NaN
national,826,reference,187.0,32.0,170.0,148.0,11.0,12.0,17.0,NaN,NaN
national,827,calibration,211.0,25.0,114.0,179.0,8.0,13.0,27.0,19.861439683851454,NaN
national,828,reference,215.0,29.0,132.0,154.0,8.0,11.0,28.0,NaN,NaN
national,829,calibration,212.0,22.0,181.0,113.0,9.0,14.0,26.0,49.69143460478897,NaN
national,830,reference,240.0,20.0,87.0,182.0,8.0,11.0,29.0,NaN,NaN
national,831,calibration,246.0,41.0,89.0,154.0,8.0,11.0,28.0,44.118826561699464,NaN
national,832,reference,210.0,39.0,95.0,180.0,10.0,13.0,30.0,NaN,NaN
national,833,calibration,209.0,22.0,120.0,177.0,10.0,13.0,26.0,18.27603167891724,NaN
national,834,reference,239.0,21.0,155.0,122.0,9.0,13.0,18.0,NaN,NaN
national,835,calibration,198.0,36.0,132.0,168.0,9.0,12.0,22.0,12.338528502225227,NaN
national,836,reference,211.0,35.0,127.0,160.0,11.0,11.0,22.0,NaN,NaN
national,837,calibration,215.0,37.0,113.0,162.0,11.0,13.0,26.0,16.515144428105575,NaN
national,838,reference,148.0,23.0,204.0,157.0,10.0,14.0,21.0,NaN,NaN
national,839,calibration,226.0,40.0,98.0,166.0,8.0,14.0,25.0,26.984364227156195,NaN
national,840,reference,182.0,21.0,215.0,121.0,7.0,12.0,19.0,NaN,NaN
national,841,calibration,194.0,36.0,129.0,168.0,11.0,13.0,26.0,13.03828632327767,NaN
national,842,reference,148.0,39.0,183.0,159.0,10.0,14.0,24.0,NaN,NaN
national,843,calibration,202.0,38.0,111.0,172.0,10.0,13.0,31.0,17.55241886255821,NaN
national,844,reference,211.0,34.0,113.0,168.0,8.0,13.0,30.0,NaN,NaN
national,845,calibration,231.0,46.0,76.0,169.0,11.0,13.0,31.0,45.16182506989048,NaN
national,846,reference,209.0,24.0,169.0,136.0,8.0,13.0,18.0,NaN,NaN
national,847,calibration,172.0,26.0,182.0,153.0,8.0,13.0,23.0,37.471091183772785,NaN
national,848,reference,148.0,33.0,210.0,141.0,8.0,12.0,25.0,NaN,NaN
national,849,calibration,157.0,39.0,150.0,182.0,9.0,13.0,27.0,35.81052961933564,NaN
national,850,reference,182.0,35.0,132.0,180.0,9.0,13.0,26.0,NaN,NaN
national,851,calibration,193.0,26.0,162.0,149.0,10.0,14.0,23.0,21.926077416305215,NaN
national,852,reference,214.0,25.0,190.0,109.0,10.0,12.0,17.0,NaN,NaN
national,853,calibration,184.0,24.0,169.0,153.0,12.0,14.0,21.0,26.67091684393385,NaN
national,854,reference,208.0,26.0,163.0,136.0,8.0,14.0,22.0,NaN,NaN
national,855,calibration,146.0,41.0,159.0,184.0,10.0,12.0,25.0,46.22855794703764,NaN
national,856,reference,157.0,26.0,201.0,149.0,10.0,14.0,20.0,NaN,NaN
national,857,calibration,223.0,21.0,135.0,150.0,10.0,14.0,24.0,20.686427374246744,NaN
national,858,reference,177.0,36.0,147.0,168.0,8.0,14.0,27.0,NaN,NaN
national,859,calibration,202.0,22.0,162.0,152.0,7.0,11.0,21.0,22.130956841236365,NaN
national,860,reference,162.0,38.0,167.0,162.0,11.0,11.0,26.0,NaN,NaN
national,861,calibration,223.0,33.0,113.0,161.0,9.0,12.0,26.0,19.20383859319057,NaN
national,862,reference,220.0,42.0,99.0,164.0,11.0,13.0,28.0,NaN,NaN
national,863,calibration,150.0,24.0,200.0,161.0,11.0,13.0,18.0,60.208095651633144,NaN
national,864,reference,216.0,36.0,114.0,170.0,10.0,14.0,17.0,NaN,NaN
national,865,calibration,201.0,28.0,165.0,138.0,7.0,12.0,26.0,26.480370284635395,NaN
national,866,reference,185.0,38.0,136.0,167.0,10.0,14.0,27.0,NaN,NaN
national,867,calibration,188.0,27.0,165.0,153.0,8.0,13.0,23.0,23.175395421050194,NaN
national,868,reference,205.0,19.0,173.0,140.0,9.0,13.0,18.0,NaN,NaN
national,869,calibration,191.0,21.0,173.0,144.0,10.0,14.0,24.0,29.83230443535098,NaN
national,870,reference,222.0,32.0,118.0,160.0,10.0,12.0,23.0,NaN,NaN
national,871,calibration,192.0,21.0,173.0,149.0,10.0,13.0,19.0,28.766233909700592,NaN
national,872,reference,234.0,42.0,84.0,167.0,10.0,14.0,26.0,NaN,NaN
national,873,calibration,190.0,38.0,138.0,168.0,9.0,12.0,22.0,14.17005251381725,NaN
national,874,reference,220.0,36.0,131.0,143.0,9.0,13.0,25.0,NaN,NaN
national,875,calibration,135.0,17.0,279.0,107.0,8.0,13.0,18.0,141.4654851625641,NaN
national,876,reference,213.0,42.0,93.0,179.0,9.0,13.0,28.0,NaN,NaN
national,877,calibration,204.0,19.0,159.0,156.0,11.0,11.0,17.0,21.802576995597203,NaN
national,878,reference,238.0,36.0,110.0,146.0,11.0,13.0,23.0,NaN,NaN
national,879,calibration,214.0,22.0,181.0,121.0,9.0,13.0,17.0,45.63405869357727,NaN
national,880,reference,193.0,35.0,129.0,175.0,8.0,14.0,23.0,NaN,NaN
national,881,calibration,194.0,42.0,123.0,169.0,10.0,13.0,26.0,14.706718253766237,NaN
national,882,reference,227.0,19.0,153.0,138.0,10.0,10.0,20.0,NaN,NaN
national,883,calibration,209.0,44.0,90.0,188.0,9.0,13.0,24.0,34.1800087787789,NaN
national,884,reference,225.0,44.0,87.0,177.0,9.0,11.0,24.0,NaN,NaN
national,885,calibration,223.0,38.0,106.0,166.0,10.0,13.0,21.0,21.816358637122494,NaN
national,886,reference,229.0,19.0,138.0,145.0,9.0,14.0,23.0,NaN,NaN
national,887,calibration,218.0,33.0,114.0,158.0,11.0,13.0,30.0,17.961628509123774,NaN
national,888,reference,187.0,39.0,135.0,166.0,11.0,14.0,25.0,NaN,NaN
national,889,calibration,162.0,27.0,184.0,159.0,9.0,14.0,22.0,42.73511746650779,NaN
national,890,reference,189.0,38.0,145.0,160.0,10.0,12.0,23.0,NaN,NaN
national,891,calibration,164.0,37.0,169.0,158.0,8.0,12.0,29.0,33.796603427271364,NaN
national,892,reference,191.0,33.0,142.0,167.0,9.0,13.0,22.0,NaN,NaN
national,893,calibration,211.0,16.0,132.0,171.0,10.0,13.0,24.0,18.267896059685288,NaN
national,894,reference,157.0,39.0,167.0,169.0,10.0,13.0,22.0,NaN,NaN
national,895,calibration,230.0,36.0,107.0,164.0,10.0,12.0,18.0,24.946459382262507,NaN
national,896,reference,149.0,21.0,219.0,145.0,8.0,14.0,21.0,NaN,NaN
national,897,calibration,226.0,39.0,79.0,185.0,10.0,12.0,26.0,43.028575557476884,NaN
national,898,reference,220.0,22.0,135.0,155.0,7.0,12.0,26.0,NaN,NaN
national,899,calibration,226.0,41.0,86.0,181.0,9.0,11.0,23.0,36.97295951553308,NaN
national,900,reference,207.0,31.0,135.0,156.0,9.0,13.0,26.0,NaN,NaN
national,901,calibration,184.0,25.0,161.0,161.0,9.0,13.0,24.0,22.063653561783116,NaN
national,902,reference,195.0,29.0,150.0,155.0,10.0,13.0,25.0,NaN,NaN
national,903,calibration,205.0,39.0,113.0,168.0,8.0,13.0,31.0,16.262613325591307,NaN
national,904,reference,240.0,34.0,112.0,148.0,9.0,13.0,21.0,NaN,NaN
national,905,calibration,210.0,31.0,129.0,158.0,10.0,13.0,26.0,12.97472915715571,NaN
national,906,reference,201.0,24.0,175.0,134.0,10.0,12.0,21.0,NaN,NaN
national,907,calibration,207.0,37.0,131.0,158.0,7.0,12.0,25.0,12.508913420645616,NaN
national,908,reference,193.0,31.0,171.0,139.0,7.0,12.0,24.0,NaN,NaN
national,909,calibration,210.0,39.0,111.0,169.0,9.0,12.0,27.0,16.717063338324774,NaN
national,910,reference,189.0,41.0,116.0,179.0,9.0,13.0,30.0,NaN,NaN
national,911,calibration,204.0,45.0,97.0,184.0,9.0,10.0,28.0,28.648478359093968,NaN
national,912,reference,194.0,38.0,132.0,162.0,8.0,13.0,30.0,NaN,NaN
national,913,calibration,187.0,39.0,122.0,176.0,13.0,12.0,28.0,18.324273337991908,NaN
national,914,reference,177.0,39.0,143.0,173.0,9.0,13.0,23.0,NaN,NaN
national,915,calibration,214.0,31.0,136.0,152.0,9.0,12.0,23.0,15.102221939808079,NaN
national,916,reference,209.0,23.0,111.0,178.0,11.0,13.0,32.0,NaN,NaN
national,917,calibration,200.0,19.0,141.0,170.0,11.0,14.0,22.0,16.666391137856504,NaN
national,918,reference,216.0,32.0,117.0,171.0,9.0,11.0,21.0,NaN,NaN
national,919,calibration,189.0,32.0,160.0,152.0,9.0,13.0,22.0,20.5432267239301,NaN
national,920,reference,223.0,37.0,118.0,152.0,10.0,12.0,25.0,NaN,NaN
national,921,calibration,211.0,36.0,119.0,165.0,9.0,12.0,25.0,13.85584536473215,NaN
national,922,reference,208.0,37.0,142.0,146.0,9.0,12.0,23.0,NaN,NaN
national,923,calibration,181.0,25.0,175.0,153.0,9.0,13.0,21.0,30.459394323754008,NaN
national,924,reference,173.0,45.0,126.0,188.0,9.0,13.0,23.0,NaN,NaN
national,925,calibration,185.0,40.0,135.0,175.0,11.0,13.0,18.0,17.845733765728045,NaN
national,926,reference,211.0,26.0,149.0,153.0,9.0,12.0,17.0,NaN,NaN
national,927,calibration,211.0,43.0,100.0,174.0,10.0,12.0,27.0,23.405776783577583,NaN
national,928,reference,193.0,24.0,183.0,138.0,8.0,13.0,18.0,NaN,NaN
national,929,calibration,201.0,35.0,150.0,149.0,8.0,11.0,23.0,16.72575776112561,NaN
national,930,reference,194.0,39.0,126.0,176.0,8.0,13.0,21.0,NaN,NaN
national,931,calibration,199.0,33.0,137.0,160.0,10.0,11.0,27.0,12.320056066249268,NaN
national,932,reference,198.0,24.0,167.0,143.0,9.0,12.0,24.0,NaN,NaN
national,933,calibration,198.0,31.0,135.0,169.0,8.0,13.0,23.0,12.740608036978958,NaN
national,934,reference,188.0,29.0,154.0,160.0,8.0,12.0,26.0,NaN,NaN
national,935,calibration,220.0,22.0,149.0,147.0,12.0,12.0,15.0,23.229404260576917,NaN
national,936,reference,165.0,18.0,212.0,145.0,11.0,9.0,17.0,NaN,NaN
national,937,calibration,217.0,31.0,120.0,161.0,10.0,12.0,26.0,15.449358545837416,NaN
national,938,reference,221.0,36.0,107.0,163.0,10.0,13.0,27.0,NaN,NaN
national,939,calibration,225.0,22.0,137.0,149.0,9.0,13.0,22.0,21.689666380675686,NaN
national,940,reference,200.0,36.0,129.0,164.0,10.0,13.0,25.0,NaN,NaN
national,941,calibration,199.0,39.0,129.0,161.0,8.0,12.0,29.0,12.748332900696948,NaN
national,942,reference,183.0,37.0,152.0,159.0,11.0,13.0,22.0,NaN,NaN
national,943,calibration,196.0,40.0,124.0,165.0,10.0,14.0,28.0,13.666475016170853,NaN
national,944,reference,202.0,20.0,199.0,116.0,9.0,12.0,19.0,NaN,NaN
national,945,calibration,184.0,24.0,191.0,139.0,8.0,13.0,18.0,43.47161278518432,NaN
national,946,reference,176.0,36.0,150.0,171.0,11.0,14.0,19.0,NaN,NaN
national,947,calibration,183.0,46.0,110.0,184.0,11.0,14.0,29.0,27.556896407293973,NaN
national,948,reference,209.0,24.0,176.0,132.0,8.0,11.0,17.0,NaN,NaN
national,949,calibration,202.0,25.0,166.0,142.0,9.0,12.0,21.0,25.74772830841427,NaN
national,950,reference,237.0,36.0,114.0,146.0,12.0,12.0,20.0,NaN,NaN
national,951,calibration,153.0,27.0,218.0,131.0,9.0,14.0,25.0,75.90404226647499,NaN
national,952,reference,218.0,39.0,101.0,177.0,11.0,11.0,20.0,NaN,NaN
national,953,calibration,213.0,33.0,121.0,163.0,11.0,14.0,22.0,14.029336939391197,NaN
national,954,reference,216.0,23.0,146.0,150.0,9.0,12.0,21.0,NaN,NaN
national,955,calibration,185.0,39.0,109.0,190.0,11.0,12.0,31.0,29.05650683419088,NaN
national,956,reference,213.0,33.0,138.0,151.0,10.0,12.0,20.0,NaN,NaN
national,957,calibration,207.0,30.0,138.0,155.0,9.0,12.0,26.0,13.400723003799623,NaN
national,958,reference,212.0,41.0,88.0,187.0,8.0,12.0,29.0,NaN,NaN
national,959,calibration,238.0,19.0,149.0,129.0,10.0,12.0,20.0,38.7194633279598,NaN
national,960,reference,201.0,36.0,134.0,159.0,10.0,14.0,23.0,NaN,NaN
national,961,calibration,235.0,38.0,110.0,149.0,6.0,14.0,25.0,28.807410428313265,NaN
national,962,reference,227.0,42.0,85.0,175.0,8.0,12.0,28.0,NaN,NaN
national,963,calibration,182.0,37.0,148.0,163.0,10.0,11.0,26.0,17.821469856100524,NaN
national,964,reference,214.0,19.0,122.0,176.0,9.0,11.0,26.0,NaN,NaN
national,965,calibration,150.0,29.0,195.0,157.0,8.0,14.0,24.0,56.22684017087376,NaN
national,966,reference,238.0,42.0,87.0,164.0,9.0,11.0,26.0,NaN,NaN
national,967,calibration,177.0,26.0,188.0,143.0,10.0,14.0,19.0,41.676751278602595,NaN
national,968,reference,236.0,18.0,106.0,163.0,10.0,12.0,32.0,NaN,NaN
national,969,calibration,192.0,37.0,148.0,161.0,10.0,12.0,17.0,15.753214445740507,NaN
national,970,reference,216.0,33.0,110.0,173.0,10.0,14.0,21.0,NaN,NaN
national,971,calibration,188.0,20.0,218.0,110.0,8.0,13.0,20.0,75.50349165197687,NaN
national,972,reference,176.0,25.0,171.0,159.0,10.0,13.0,23.0,NaN,NaN
national,973,calibration,137.0,29.0,177.0,183.0,9.0,12.0,30.0,58.73428770887929,NaN
national,974,reference,212.0,43.0,88.0,188.0,9.0,12.0,25.0,NaN,NaN
national,975,calibration,203.0,22.0,148.0,156.0,9.0,14.0,25.0,16.39707363729826,NaN
national,976,reference,204.0,26.0,159.0,141.0,10.0,14.0,23.0,NaN,NaN
national,977,calibration,211.0,39.0,116.0,164.0,8.0,14.0,25.0,14.913860562104443,NaN
national,978,reference,249.0,42.0,69.0,166.0,9.0,14.0,28.0,NaN,NaN
national,979,calibration,203.0,39.0,123.0,166.0,10.0,13.0,23.0,12.790206328295984,NaN
national,980,reference,196.0,23.0,173.0,139.0,9.0,12.0,25.0,NaN,NaN
national,981,calibration,157.0,39.0,158.0,174.0,12.0,13.0,24.0,35.301571335777155,NaN
national,982,reference,202.0,40.0,117.0,171.0,10.0,13.0,24.0,NaN,NaN
national,983,calibration,194.0,37.0,122.0,175.0,11.0,13.0,25.0,15.485108358003085,NaN
national,984,reference,192.0,37.0,125.0,171.0,8.0,14.0,30.0,NaN,NaN
national,985,calibration,220.0,37.0,113.0,166.0,6.0,10.0,25.0,18.20295067818969,NaN
national,986,reference,215.0,40.0,117.0,158.0,9.0,13.0,25.0,NaN,NaN
national,987,calibration,183.0,23.0,167.0,156.0,10.0,13.0,25.0,25.667142397481637,NaN
national,988,reference,168.0,40.0,150.0,170.0,11.0,13.0,25.0,NaN,NaN
national,989,calibration,213.0,31.0,115.0,167.0,10.0,13.0,28.0,15.878395827513248,NaN
national,990,reference,207.0,36.0,121.0,167.0,12.0,13.0,21.0,NaN,NaN
national,991,calibration,223.0,34.0,103.0,172.0,10.0,12.0,23.0,23.61106658813304,NaN
national,992,reference,195.0,43.0,113.0,174.0,12.0,13.0,27.0,NaN,NaN
