model,scope,draw,district_id,predicted_share,actual_share,error
kernel_anchored,national_draw,0,"",72.69273693395277,62.969101950749284,9.723634983203489
kernel_anchored,national_draw,1,"",67.88212392491188,62.969101950749284,4.9130219741625965
kernel_anchored,national_draw,2,"",59.54607663628075,62.969101950749284,-3.423025314468532
kernel_anchored,national_draw,3,"",70.2202434450795,62.969101950749284,7.25114149433022
kernel_anchored,national_draw,4,"",71.7281869492901,62.969101950749284,8.759084998540821
kernel_anchored,national_draw,5,"",56.85586195531875,62.969101950749284,-6.113239995430533
kernel_anchored,national_draw,6,"",70.47525483307369,62.969101950749284,7.5061528823244075
kernel_anchored,national_draw,7,"",65.34024135655154,62.969101950749284,2.3711394058022606
kernel_anchored,national_draw,8,"",63.953221497831414,62.969101950749284,0.9841195470821305
kernel_anchored,national_draw,9,"",68.19531078844955,62.969101950749284,5.226208837700263
kernel_anchored,national_draw,10,"",58.47343009487083,62.969101950749284,-4.495671855878456
kernel_anchored,national_draw,11,"",58.840330536787924,62.969101950749284,-4.12877141396136
kernel_anchored,national_draw,12,"",66.84417769393505,62.969101950749284,3.875075743185768
kernel_anchored,national_draw,13,"",66.05188740904556,62.969101950749284,3.0827854582962786
kernel_anchored,national_draw,14,"",63.78839675448109,62.969101950749284,0.8192948037318075
kernel_anchored,national_draw,15,"",71.00611441490783,62.969101950749284,8.037012464158543
kernel_anchored,national_draw,16,"",62.108274340151084,62.969101950749284,-0.8608276105982
kernel_anchored,national_draw,17,"",62.26053052165026,62.969101950749284,-0.7085714290990239
kernel_anchored,national_draw,18,"",72.15654523496967,62.969101950749284,9.187443284220386
kernel_anchored,national_draw,19,"",64.46806164546042,62.969101950749284,1.4989596947111394
kernel_anchored,national_draw,20,"",68.02458609209803,62.969101950749284,5.0554841413487495
kernel_anchored,national_draw,21,"",66.4310932693701,62.969101950749284,3.461991318620811
kernel_anchored,national_draw,22,"",70.01663274309105,62.969101950749284,7.047530792341767
kernel_anchored,national_draw,23,"",71.39073087375927,62.969101950749284,8.421628923009983
kernel_anchored,national_draw,24,"",65.89732756827598,62.969101950749284,2.9282256175266994
kernel_anchored,national_draw,25,"",70.7469250476757,62.969101950749284,7.777823096926419
kernel_anchored,national_draw,26,"",71.62324811386743,62.969101950749284,8.654146163118149
kernel_anchored,national_draw,27,"",65.35085942533304,62.969101950749284,2.3817574745837575
kernel_anchored,national_draw,28,"",59.60468375940297,62.969101950749284,-3.364418191346317
kernel_anchored,national_draw,29,"",63.151554996552704,62.969101950749284,0.18245304580342037
kernel_anchored,national_draw,30,"",64.9379342717998,62.969101950749284,1.9688323210505203
kernel_anchored,national_draw,31,"",65.16424686649826,62.969101950749284,2.195144915748976
kernel_anchored,national_draw,32,"",55.453238152041465,62.969101950749284,-7.515863798707819
kernel_anchored,national_draw,33,"",63.16454135632764,62.969101950749284,0.19543940557835526
kernel_anchored,national_draw,34,"",64.94264084620099,62.969101950749284,1.9735388954517035
kernel_anchored,national_draw,35,"",71.76365591557195,62.969101950749284,8.794553964822661
kernel_anchored,national_draw,36,"",62.07612236622555,62.969101950749284,-0.8929795845237365
kernel_anchored,national_draw,37,"",69.03389816150217,62.969101950749284,6.064796210752881
kernel_anchored,national_draw,38,"",66.50588140600496,62.969101950749284,3.536779455255676
kernel_anchored,national_draw,39,"",62.98021399055671,62.969101950749284,0.011112039807429142
kernel_anchored,national_draw,40,"",63.709543744123565,62.969101950749284,0.7404417933742806
kernel_anchored,national_draw,41,"",64.63287253915581,62.969101950749284,1.6637705884065284
kernel_anchored,national_draw,42,"",71.10503557526239,62.969101950749284,8.135933624513108
kernel_anchored,national_draw,43,"",69.29691465004727,62.969101950749284,6.327812699297986
kernel_anchored,national_draw,44,"",65.9303151380491,62.969101950749284,2.961213187299812
kernel_anchored,national_draw,45,"",59.39117747896532,62.969101950749284,-3.577924471783966
kernel_anchored,national_draw,46,"",73.01511304353807,62.969101950749284,10.046011092788781
kernel_anchored,national_draw,47,"",66.69310104138094,62.969101950749284,3.723999090631658
kernel_anchored,national_draw,48,"",58.74310595916259,62.969101950749284,-4.225995991586693
kernel_anchored,national_draw,49,"",58.99375008930142,62.969101950749284,-3.9753518614478622
kernel_anchored,national_draw,50,"",66.54950781904198,62.969101950749284,3.5804058682926936
kernel_anchored,national_draw,51,"",69.70824478498744,62.969101950749284,6.739142834238159
kernel_anchored,national_draw,52,"",65.94659540742211,62.969101950749284,2.977493456672825
kernel_anchored,national_draw,53,"",66.3796233350897,62.969101950749284,3.41052138434042
kernel_anchored,national_draw,54,"",70.63037327659222,62.969101950749284,7.6612713258429395
kernel_anchored,national_draw,55,"",73.59754874034041,62.969101950749284,10.62844678959113
kernel_anchored,national_draw,56,"",53.569611216410806,62.969101950749284,-9.399490734338478
kernel_anchored,national_draw,57,"",71.30641648280672,62.969101950749284,8.33731453205744
kernel_anchored,national_draw,58,"",62.61497089067984,62.969101950749284,-0.3541310600694416
kernel_anchored,national_draw,59,"",76.38848965334984,62.969101950749284,13.419387702600552
kernel_anchored,national_draw,60,"",72.19191494539116,62.969101950749284,9.222812994641878
kernel_anchored,national_draw,61,"",67.17325934478345,62.969101950749284,4.204157394034162
kernel_anchored,national_draw,62,"",63.74914221585107,62.969101950749284,0.780040265101789
kernel_anchored,national_draw,63,"",65.50386579647439,62.969101950749284,2.5347638457251023
kernel_anchored,national_draw,64,"",74.23763824235044,62.969101950749284,11.268536291601158
kernel_anchored,national_draw,65,"",52.51114210509999,62.969101950749284,-10.457959845649292
kernel_anchored,national_draw,66,"",66.43398784725095,62.969101950749284,3.464885896501663
kernel_anchored,national_draw,67,"",64.75100317090158,62.969101950749284,1.7819012201522995
kernel_anchored,national_draw,68,"",65.05195386430648,62.969101950749284,2.0828519135571995
kernel_anchored,national_draw,69,"",62.02862497463494,62.969101950749284,-0.940476976114347
kernel_anchored,national_draw,70,"",63.36871527761668,62.969101950749284,0.3996133268673958
kernel_anchored,national_draw,71,"",63.625806422126544,62.969101950749284,0.6567044713772603
kernel_anchored,national_draw,72,"",69.70099679890616,62.969101950749284,6.731894848156877
kernel_anchored,national_draw,73,"",74.21049291868297,62.969101950749284,11.24139096793369
kernel_anchored,national_draw,74,"",54.56114032888175,62.969101950749284,-8.407961621867535
kernel_anchored,national_draw,75,"",66.20789915530723,62.969101950749284,3.2387972045579474
kernel_anchored,national_draw,76,"",58.70298120054764,62.969101950749284,-4.266120750201644
kernel_anchored,national_draw,77,"",61.88767934466387,62.969101950749284,-1.081422606085411
kernel_anchored,national_draw,78,"",62.45194660247074,62.969101950749284,-0.5171553482785427
kernel_anchored,national_draw,79,"",69.25646904109306,62.969101950749284,6.287367090343771
kernel_anchored,national_draw,80,"",56.53296186712184,62.969101950749284,-6.436140083627443
kernel_anchored,national_draw,81,"",63.50286072701594,62.969101950749284,0.5337587762666587
kernel_anchored,national_draw,82,"",67.01066901242889,62.969101950749284,4.041567061679608
kernel_anchored,national_draw,83,"",72.39742535838117,62.969101950749284,9.428323407631886
kernel_anchored,national_draw,84,"",74.759437841583,62.969101950749284,11.79033589083371
kernel_anchored,national_draw,85,"",64.6279028213109,62.969101950749284,1.6588008705616133
kernel_anchored,national_draw,86,"",53.935251339729064,62.969101950749284,-9.03385061102022
