model,draw,role,NFP+,LR,RN+,ENS+,DIV,DVG,DVD,joint_score,observed_percentile
kernel_anchored,268,reference,217.0,11.0,190.0,123.0,9.0,12.0,15.0,NaN,NaN
kernel_anchored,269,calibration,200.0,14.0,195.0,129.0,9.0,11.0,19.0,19.719169082129717,NaN
kernel_anchored,270,reference,222.0,38.0,112.0,165.0,11.0,13.0,16.0,NaN,NaN
kernel_anchored,271,calibration,197.0,21.0,154.0,162.0,7.0,14.0,22.0,19.44045279625908,NaN
kernel_anchored,272,reference,193.0,22.0,183.0,143.0,11.0,12.0,13.0,NaN,NaN
kernel_anchored,273,calibration,200.0,15.0,212.0,113.0,9.0,12.0,16.0,31.85884836551906,NaN
kernel_anchored,274,reference,164.0,43.0,143.0,187.0,8.0,12.0,20.0,NaN,NaN
kernel_anchored,275,calibration,199.0,17.0,195.0,129.0,9.0,12.0,16.0,19.480124784448257,NaN
kernel_anchored,276,reference,201.0,32.0,136.0,163.0,10.0,12.0,23.0,NaN,NaN
kernel_anchored,277,calibration,213.0,32.0,132.0,154.0,12.0,13.0,21.0,27.316038291754033,NaN
kernel_anchored,278,reference,204.0,15.0,203.0,117.0,10.0,13.0,15.0,NaN,NaN
kernel_anchored,279,calibration,183.0,24.0,179.0,149.0,8.0,13.0,21.0,18.483261496800445,NaN
kernel_anchored,280,reference,235.0,35.0,108.0,158.0,10.0,14.0,17.0,NaN,NaN
kernel_anchored,281,calibration,190.0,20.0,183.0,145.0,12.0,13.0,14.0,16.73368719190198,NaN
kernel_anchored,282,reference,207.0,13.0,150.0,165.0,9.0,12.0,21.0,NaN,NaN
kernel_anchored,283,calibration,188.0,11.0,213.0,127.0,10.0,13.0,15.0,29.567215216304163,NaN
kernel_anchored,284,reference,220.0,32.0,118.0,167.0,9.0,12.0,19.0,NaN,NaN
kernel_anchored,285,calibration,197.0,39.0,114.0,178.0,9.0,14.0,26.0,46.25245968053675,NaN
kernel_anchored,286,reference,198.0,14.0,206.0,120.0,10.0,13.0,16.0,NaN,NaN
kernel_anchored,287,calibration,177.0,9.0,255.0,105.0,8.0,10.0,13.0,68.30314030544412,NaN
kernel_anchored,288,reference,225.0,19.0,172.0,115.0,9.0,13.0,24.0,NaN,NaN
kernel_anchored,289,calibration,201.0,15.0,208.0,119.0,10.0,12.0,12.0,27.886606680398714,NaN
kernel_anchored,290,reference,224.0,41.0,104.0,172.0,8.0,11.0,17.0,NaN,NaN
kernel_anchored,291,calibration,228.0,17.0,174.0,120.0,9.0,14.0,15.0,25.437737630559916,NaN
kernel_anchored,292,reference,235.0,15.0,157.0,129.0,9.0,10.0,22.0,NaN,NaN
kernel_anchored,293,calibration,223.0,15.0,198.0,109.0,9.0,12.0,11.0,32.994914540969496,NaN
kernel_anchored,294,reference,195.0,18.0,178.0,147.0,8.0,12.0,19.0,NaN,NaN
kernel_anchored,295,calibration,196.0,7.0,199.0,136.0,9.0,13.0,17.0,21.81448306211692,NaN
kernel_anchored,296,reference,206.0,33.0,129.0,171.0,7.0,12.0,19.0,NaN,NaN
kernel_anchored,297,calibration,210.0,16.0,137.0,173.0,10.0,14.0,17.0,29.628295236365155,NaN
kernel_anchored,298,reference,226.0,8.0,164.0,150.0,9.0,10.0,10.0,NaN,NaN
kernel_anchored,299,calibration,222.0,15.0,151.0,150.0,11.0,11.0,17.0,21.152443245872483,NaN
kernel_anchored,300,reference,198.0,12.0,205.0,123.0,10.0,13.0,16.0,NaN,NaN
kernel_anchored,301,calibration,216.0,39.0,108.0,169.0,9.0,13.0,23.0,47.14961035316771,NaN
kernel_anchored,302,reference,189.0,17.0,237.0,95.0,9.0,13.0,17.0,NaN,NaN
kernel_anchored,303,calibration,225.0,40.0,142.0,135.0,6.0,13.0,16.0,29.512466338322497,NaN
kernel_anchored,304,reference,209.0,22.0,145.0,157.0,9.0,12.0,23.0,NaN,NaN
kernel_anchored,305,calibration,203.0,22.0,171.0,139.0,9.0,13.0,20.0,14.278238394479793,NaN
kernel_anchored,306,reference,208.0,20.0,156.0,147.0,10.0,12.0,24.0,NaN,NaN
kernel_anchored,307,calibration,198.0,9.0,181.0,151.0,9.0,13.0,16.0,17.27290435201578,NaN
kernel_anchored,308,reference,210.0,13.0,179.0,135.0,7.0,13.0,20.0,NaN,NaN
kernel_anchored,309,calibration,230.0,28.0,113.0,165.0,11.0,12.0,18.0,44.664013634548844,NaN
kernel_anchored,310,reference,208.0,30.0,108.0,183.0,10.0,14.0,24.0,NaN,NaN
kernel_anchored,311,calibration,222.0,12.0,165.0,143.0,10.0,12.0,13.0,19.11557948661853,NaN
kernel_anchored,312,reference,148.0,28.0,229.0,136.0,8.0,12.0,16.0,NaN,NaN
kernel_anchored,313,calibration,229.0,13.0,164.0,138.0,10.0,12.0,11.0,22.60347326722095,NaN
kernel_anchored,314,reference,178.0,22.0,181.0,157.0,11.0,13.0,15.0,NaN,NaN
kernel_anchored,315,calibration,198.0,37.0,144.0,156.0,9.0,14.0,19.0,23.096917891776684,NaN
kernel_anchored,316,reference,168.0,31.0,188.0,150.0,9.0,13.0,18.0,NaN,NaN
kernel_anchored,317,calibration,217.0,16.0,191.0,116.0,9.0,12.0,16.0,25.131147213340498,NaN
kernel_anchored,318,reference,188.0,23.0,156.0,163.0,9.0,14.0,24.0,NaN,NaN
kernel_anchored,319,calibration,217.0,23.0,130.0,164.0,8.0,12.0,23.0,30.220607711794905,NaN
kernel_anchored,320,reference,202.0,19.0,153.0,158.0,12.0,12.0,21.0,NaN,NaN
kernel_anchored,321,calibration,164.0,8.0,235.0,132.0,9.0,13.0,16.0,50.95997848638971,NaN
kernel_anchored,322,reference,204.0,19.0,151.0,162.0,8.0,12.0,21.0,NaN,NaN
kernel_anchored,323,calibration,197.0,23.0,142.0,170.0,7.0,14.0,24.0,26.092815231500552,NaN
kernel_anchored,324,reference,167.0,14.0,219.0,146.0,10.0,13.0,8.0,NaN,NaN
kernel_anchored,325,calibration,177.0,8.0,255.0,106.0,6.0,12.0,13.0,68.07309754243968,NaN
kernel_anchored,326,reference,186.0,28.0,140.0,181.0,8.0,9.0,25.0,NaN,NaN
kernel_anchored,327,calibration,199.0,19.0,185.0,141.0,9.0,14.0,10.0,16.364901672372028,NaN
kernel_anchored,328,reference,195.0,35.0,140.0,163.0,10.0,13.0,21.0,NaN,NaN
kernel_anchored,329,calibration,212.0,23.0,139.0,159.0,9.0,10.0,25.0,24.07199031378667,NaN
kernel_anchored,330,reference,233.0,11.0,169.0,126.0,8.0,13.0,17.0,NaN,NaN
kernel_anchored,331,calibration,208.0,22.0,182.0,128.0,10.0,12.0,15.0,17.314161527285137,NaN
kernel_anchored,332,reference,183.0,20.0,197.0,139.0,8.0,12.0,18.0,NaN,NaN
kernel_anchored,333,calibration,190.0,17.0,194.0,136.0,10.0,13.0,17.0,19.225186388479514,NaN
kernel_anchored,334,reference,207.0,17.0,187.0,133.0,8.0,13.0,12.0,NaN,NaN
kernel_anchored,335,calibration,172.0,21.0,202.0,140.0,10.0,12.0,20.0,27.924952236349085,NaN
kernel_anchored,336,reference,176.0,13.0,234.0,114.0,8.0,11.0,21.0,NaN,NaN
kernel_anchored,337,calibration,216.0,14.0,183.0,129.0,11.0,14.0,10.0,19.69388298364469,NaN
kernel_anchored,338,reference,149.0,10.0,214.0,158.0,11.0,14.0,21.0,NaN,NaN
kernel_anchored,339,calibration,157.0,12.0,231.0,133.0,8.0,14.0,22.0,51.256800478211524,NaN
kernel_anchored,340,reference,188.0,23.0,149.0,171.0,11.0,14.0,21.0,NaN,NaN
kernel_anchored,341,calibration,159.0,14.0,233.0,127.0,9.0,12.0,23.0,52.05724428769495,NaN
kernel_anchored,342,reference,189.0,26.0,172.0,151.0,10.0,13.0,16.0,NaN,NaN
kernel_anchored,343,calibration,219.0,30.0,109.0,173.0,11.0,13.0,22.0,46.73104826052424,NaN
kernel_anchored,344,reference,200.0,17.0,157.0,161.0,11.0,9.0,22.0,NaN,NaN
kernel_anchored,345,calibration,208.0,33.0,116.0,174.0,10.0,12.0,24.0,41.45612364134721,NaN
kernel_anchored,346,reference,163.0,17.0,225.0,135.0,8.0,13.0,16.0,NaN,NaN
kernel_anchored,347,calibration,179.0,27.0,191.0,139.0,10.0,13.0,18.0,22.07165832614011,NaN
kernel_anchored,348,reference,199.0,13.0,214.0,112.0,8.0,13.0,18.0,NaN,NaN
kernel_anchored,349,calibration,223.0,39.0,106.0,166.0,10.0,13.0,20.0,49.1624506840239,NaN
kernel_anchored,350,reference,180.0,36.0,155.0,163.0,9.0,14.0,20.0,NaN,NaN
kernel_anchored,351,calibration,177.0,8.0,220.0,134.0,8.0,12.0,18.0,36.056784946795325,NaN
kernel_anchored,352,reference,192.0,43.0,141.0,156.0,11.0,14.0,20.0,NaN,NaN
kernel_anchored,353,calibration,215.0,26.0,154.0,138.0,11.0,13.0,20.0,18.581748351601526,NaN
kernel_anchored,354,reference,206.0,13.0,155.0,162.0,9.0,13.0,19.0,NaN,NaN
kernel_anchored,355,calibration,230.0,16.0,138.0,146.0,11.0,11.0,25.0,29.272042367133764,NaN
kernel_anchored,356,reference,234.0,26.0,95.0,176.0,9.0,11.0,26.0,NaN,NaN
kernel_anchored,357,calibration,230.0,21.0,159.0,131.0,9.0,11.0,16.0,23.93539907566859,NaN
kernel_anchored,358,reference,190.0,30.0,177.0,143.0,7.0,13.0,17.0,NaN,NaN
kernel_anchored,359,calibration,155.0,14.0,246.0,125.0,9.0,13.0,15.0,63.25111833910933,NaN
kernel_anchored,360,reference,203.0,17.0,194.0,126.0,9.0,13.0,15.0,NaN,NaN
kernel_anchored,361,calibration,194.0,13.0,158.0,170.0,8.0,12.0,22.0,23.10978238481122,NaN
kernel_anchored,362,reference,196.0,36.0,139.0,162.0,9.0,13.0,22.0,NaN,NaN
kernel_anchored,363,calibration,206.0,30.0,171.0,139.0,10.0,13.0,8.0,16.88004524967407,NaN
kernel_anchored,364,reference,210.0,13.0,205.0,111.0,8.0,13.0,17.0,NaN,NaN
kernel_anchored,365,calibration,203.0,13.0,201.0,123.0,9.0,11.0,17.0,23.495694771614083,NaN
kernel_anchored,366,reference,213.0,20.0,161.0,139.0,9.0,12.0,23.0,NaN,NaN
kernel_anchored,367,calibration,226.0,14.0,185.0,117.0,10.0,12.0,13.0,27.114140623674693,NaN
kernel_anchored,368,reference,197.0,20.0,138.0,182.0,9.0,10.0,21.0,NaN,NaN
kernel_anchored,369,calibration,236.0,22.0,121.0,154.0,10.0,11.0,23.0,40.49851959508508,NaN
kernel_anchored,370,reference,160.0,12.0,251.0,117.0,10.0,13.0,14.0,NaN,NaN
kernel_anchored,371,calibration,196.0,29.0,140.0,170.0,11.0,14.0,17.0,27.119457087950316,NaN
kernel_anchored,372,reference,191.0,9.0,209.0,131.0,11.0,13.0,13.0,NaN,NaN
kernel_anchored,373,calibration,228.0,15.0,155.0,137.0,11.0,14.0,17.0,22.954116904735997,NaN
kernel_anchored,374,reference,215.0,38.0,118.0,166.0,6.0,12.0,22.0,NaN,NaN
kernel_anchored,375,calibration,180.0,14.0,212.0,128.0,8.0,13.0,22.0,30.67829762448003,NaN
kernel_anchored,376,reference,221.0,9.0,140.0,161.0,12.0,13.0,21.0,NaN,NaN
kernel_anchored,377,calibration,181.0,7.0,229.0,120.0,10.0,13.0,17.0,43.08119331382074,NaN
kernel_anchored,378,reference,194.0,37.0,150.0,156.0,7.0,12.0,21.0,NaN,NaN
kernel_anchored,379,calibration,178.0,19.0,151.0,183.0,11.0,12.0,23.0,34.92309511000793,NaN
kernel_anchored,380,reference,171.0,7.0,216.0,138.0,9.0,13.0,23.0,NaN,NaN
kernel_anchored,381,calibration,213.0,40.0,134.0,150.0,11.0,11.0,18.0,28.252684854728358,NaN
kernel_anchored,382,reference,218.0,7.0,187.0,130.0,6.0,12.0,17.0,NaN,NaN
kernel_anchored,383,calibration,185.0,21.0,199.0,130.0,11.0,13.0,18.0,22.911146627602967,NaN
kernel_anchored,384,reference,220.0,23.0,112.0,173.0,12.0,13.0,24.0,NaN,NaN
kernel_anchored,385,calibration,194.0,14.0,204.0,126.0,10.0,12.0,17.0,24.059968848862248,NaN
kernel_anchored,386,reference,200.0,13.0,171.0,150.0,10.0,13.0,20.0,NaN,NaN
kernel_anchored,387,calibration,232.0,16.0,166.0,125.0,8.0,12.0,18.0,25.829865736847246,NaN
kernel_anchored,388,reference,170.0,13.0,223.0,138.0,8.0,12.0,13.0,NaN,NaN
kernel_anchored,389,calibration,197.0,17.0,168.0,151.0,7.0,12.0,25.0,15.686882513276949,NaN
kernel_anchored,390,reference,207.0,13.0,211.0,110.0,7.0,12.0,17.0,NaN,NaN
kernel_anchored,391,calibration,160.0,17.0,172.0,178.0,10.0,13.0,27.0,39.18622609989065,NaN
kernel_anchored,392,reference,200.0,12.0,209.0,113.0,8.0,11.0,24.0,NaN,NaN
kernel_anchored,393,calibration,182.0,7.0,217.0,138.0,8.0,12.0,13.0,33.212504615835904,NaN
kernel_anchored,394,reference,165.0,8.0,248.0,118.0,10.0,13.0,15.0,NaN,NaN
kernel_anchored,395,calibration,214.0,35.0,142.0,148.0,11.0,10.0,17.0,23.42451940466774,NaN
kernel_anchored,396,reference,189.0,26.0,183.0,144.0,10.0,12.0,13.0,NaN,NaN
kernel_anchored,397,calibration,215.0,13.0,188.0,124.0,7.0,12.0,18.0,21.14105699146249,NaN
kernel_anchored,398,reference,193.0,10.0,235.0,105.0,8.0,12.0,14.0,NaN,NaN
kernel_anchored,399,calibration,178.0,20.0,200.0,147.0,7.0,9.0,16.0,25.29555163260015,NaN
kernel_anchored,400,reference,182.0,12.0,231.0,116.0,6.0,13.0,17.0,NaN,NaN
kernel_anchored,401,calibration,230.0,34.0,117.0,151.0,10.0,13.0,22.0,41.03705111200966,NaN
kernel_anchored,402,reference,235.0,29.0,96.0,175.0,8.0,11.0,23.0,NaN,NaN
kernel_anchored,403,calibration,216.0,9.0,183.0,129.0,9.0,14.0,17.0,19.839859675066215,NaN
kernel_anchored,404,reference,211.0,19.0,173.0,136.0,9.0,13.0,16.0,NaN,NaN
kernel_anchored,405,calibration,231.0,15.0,168.0,127.0,7.0,14.0,15.0,24.7950245393896,NaN
kernel_anchored,406,reference,227.0,18.0,170.0,126.0,7.0,11.0,18.0,NaN,NaN
kernel_anchored,407,calibration,185.0,25.0,203.0,124.0,10.0,14.0,16.0,26.227639073012078,NaN
kernel_anchored,408,reference,192.0,14.0,197.0,133.0,8.0,13.0,20.0,NaN,NaN
kernel_anchored,409,calibration,237.0,39.0,82.0,170.0,9.0,14.0,26.0,73.4426674287848,NaN
kernel_anchored,410,reference,228.0,18.0,131.0,159.0,11.0,14.0,16.0,NaN,NaN
kernel_anchored,411,calibration,238.0,31.0,103.0,169.0,10.0,11.0,15.0,56.203268569913355,NaN
kernel_anchored,412,reference,213.0,16.0,207.0,104.0,9.0,13.0,15.0,NaN,NaN
kernel_anchored,413,calibration,192.0,26.0,158.0,162.0,10.0,14.0,15.0,19.691984784487985,NaN
kernel_anchored,414,reference,190.0,25.0,174.0,146.0,8.0,13.0,21.0,NaN,NaN
kernel_anchored,415,calibration,208.0,21.0,182.0,130.0,8.0,12.0,16.0,16.70230435917518,NaN
kernel_anchored,416,reference,185.0,36.0,147.0,166.0,9.0,12.0,22.0,NaN,NaN
kernel_anchored,417,calibration,226.0,24.0,153.0,137.0,7.0,13.0,17.0,22.3588097183776,NaN
kernel_anchored,418,reference,212.0,45.0,106.0,164.0,10.0,13.0,27.0,NaN,NaN
kernel_anchored,419,calibration,157.0,37.0,173.0,157.0,10.0,13.0,30.0,36.216178465414835,NaN
kernel_anchored,420,reference,181.0,9.0,180.0,175.0,8.0,12.0,12.0,NaN,NaN
kernel_anchored,421,calibration,193.0,30.0,151.0,159.0,9.0,13.0,22.0,20.567870073087214,NaN
kernel_anchored,422,reference,238.0,33.0,114.0,158.0,7.0,11.0,16.0,NaN,NaN
kernel_anchored,423,calibration,199.0,11.0,200.0,130.0,11.0,12.0,14.0,21.936105766973746,NaN
kernel_anchored,424,reference,205.0,12.0,214.0,108.0,10.0,10.0,18.0,NaN,NaN
kernel_anchored,425,calibration,160.0,16.0,231.0,130.0,8.0,13.0,19.0,49.53227288343418,NaN
kernel_anchored,426,reference,192.0,14.0,156.0,168.0,10.0,14.0,23.0,NaN,NaN
kernel_anchored,427,calibration,220.0,24.0,128.0,159.0,8.0,13.0,25.0,31.104559129532234,NaN
kernel_anchored,428,reference,192.0,12.0,164.0,165.0,12.0,12.0,20.0,NaN,NaN
kernel_anchored,429,calibration,173.0,15.0,233.0,124.0,6.0,13.0,13.0,46.57180500231818,NaN
kernel_anchored,430,reference,197.0,9.0,213.0,119.0,9.0,12.0,18.0,NaN,NaN
kernel_anchored,431,calibration,146.0,38.0,178.0,177.0,9.0,12.0,17.0,49.10889710610335,NaN
kernel_anchored,432,reference,235.0,44.0,83.0,166.0,10.0,13.0,26.0,NaN,NaN
kernel_anchored,433,calibration,234.0,13.0,180.0,113.0,11.0,12.0,14.0,32.16735292187878,NaN
kernel_anchored,434,reference,207.0,8.0,179.0,150.0,10.0,13.0,10.0,NaN,NaN
kernel_anchored,435,calibration,211.0,8.0,176.0,139.0,9.0,13.0,21.0,16.891397014774945,NaN
kernel_anchored,436,reference,203.0,9.0,205.0,123.0,10.0,12.0,15.0,NaN,NaN
kernel_anchored,437,calibration,206.0,21.0,181.0,133.0,9.0,11.0,16.0,15.765056419342187,NaN
kernel_anchored,438,reference,170.0,24.0,199.0,143.0,10.0,13.0,18.0,NaN,NaN
kernel_anchored,439,calibration,217.0,17.0,140.0,155.0,9.0,14.0,25.0,24.237252908655314,NaN
kernel_anchored,440,reference,204.0,27.0,148.0,148.0,9.0,12.0,29.0,NaN,NaN
kernel_anchored,441,calibration,240.0,38.0,93.0,159.0,10.0,13.0,24.0,63.664939499150925,NaN
kernel_anchored,442,reference,191.0,16.0,211.0,120.0,10.0,13.0,16.0,NaN,NaN
kernel_anchored,443,calibration,186.0,18.0,139.0,184.0,10.0,14.0,26.0,36.88871677846574,NaN
kernel_anchored,444,reference,164.0,22.0,216.0,137.0,9.0,12.0,17.0,NaN,NaN
kernel_anchored,445,calibration,198.0,16.0,154.0,165.0,10.0,14.0,20.0,20.638889202524688,NaN
kernel_anchored,446,reference,218.0,6.0,211.0,109.0,9.0,12.0,12.0,NaN,NaN
kernel_anchored,447,calibration,185.0,22.0,189.0,133.0,11.0,13.0,24.0,20.086736866992595,NaN
kernel_anchored,448,reference,211.0,23.0,130.0,165.0,10.0,12.0,26.0,NaN,NaN
kernel_anchored,449,calibration,195.0,13.0,191.0,142.0,10.0,12.0,14.0,18.048341504450278,NaN
kernel_anchored,450,reference,216.0,10.0,206.0,113.0,9.0,12.0,11.0,NaN,NaN
kernel_anchored,451,calibration,211.0,8.0,218.0,104.0,10.0,12.0,14.0,41.59947451624392,NaN
kernel_anchored,452,reference,224.0,33.0,107.0,172.0,11.0,13.0,17.0,NaN,NaN
kernel_anchored,453,calibration,158.0,13.0,240.0,124.0,8.0,13.0,21.0,57.73801030665009,NaN
kernel_anchored,454,reference,219.0,41.0,105.0,166.0,11.0,12.0,23.0,NaN,NaN
kernel_anchored,455,calibration,205.0,30.0,178.0,120.0,8.0,13.0,23.0,21.102917698961953,NaN
kernel_anchored,456,reference,147.0,33.0,217.0,146.0,8.0,13.0,13.0,NaN,NaN
kernel_anchored,457,calibration,201.0,7.0,159.0,178.0,9.0,12.0,11.0,28.538778642426372,NaN
kernel_anchored,458,reference,195.0,22.0,191.0,128.0,9.0,13.0,19.0,NaN,NaN
kernel_anchored,459,calibration,231.0,38.0,112.0,145.0,10.0,13.0,28.0,46.341872985015605,NaN
kernel_anchored,460,reference,208.0,26.0,180.0,112.0,11.0,13.0,27.0,NaN,NaN
kernel_anchored,461,calibration,228.0,8.0,142.0,164.0,10.0,14.0,11.0,31.251127949924175,NaN
kernel_anchored,462,reference,222.0,37.0,111.0,167.0,10.0,14.0,16.0,NaN,NaN
kernel_anchored,463,calibration,198.0,14.0,197.0,128.0,11.0,14.0,15.0,20.72705926123431,NaN
kernel_anchored,464,reference,207.0,30.0,152.0,143.0,10.0,11.0,24.0,NaN,NaN
kernel_anchored,465,calibration,198.0,17.0,157.0,161.0,9.0,12.0,23.0,18.70231022865154,NaN
kernel_anchored,466,reference,225.0,33.0,108.0,170.0,11.0,14.0,16.0,NaN,NaN
kernel_anchored,467,calibration,193.0,7.0,214.0,129.0,10.0,10.0,14.0,30.082516685477948,NaN
kernel_anchored,468,reference,182.0,36.0,146.0,172.0,9.0,12.0,20.0,NaN,NaN
kernel_anchored,469,calibration,213.0,25.0,159.0,144.0,8.0,11.0,17.0,16.38009156036668,NaN
kernel_anchored,470,reference,224.0,10.0,165.0,141.0,11.0,11.0,15.0,NaN,NaN
kernel_anchored,471,calibration,207.0,43.0,104.0,177.0,9.0,14.0,23.0,53.043428806223865,NaN
kernel_anchored,472,reference,208.0,19.0,122.0,178.0,9.0,14.0,27.0,NaN,NaN
kernel_anchored,473,calibration,221.0,26.0,128.0,156.0,12.0,12.0,22.0,30.76852353371514,NaN
kernel_anchored,474,reference,230.0,45.0,74.0,183.0,11.0,13.0,21.0,NaN,NaN
kernel_anchored,475,calibration,211.0,10.0,207.0,111.0,11.0,13.0,14.0,32.271676810092124,NaN
kernel_anchored,476,reference,213.0,20.0,184.0,124.0,8.0,12.0,16.0,NaN,NaN
kernel_anchored,477,calibration,203.0,27.0,152.0,155.0,9.0,13.0,18.0,17.92384487031959,NaN
kernel_anchored,478,reference,193.0,8.0,208.0,127.0,8.0,14.0,19.0,NaN,NaN
kernel_anchored,479,calibration,214.0,22.0,148.0,146.0,9.0,13.0,25.0,19.65098761979629,NaN
kernel_anchored,480,reference,171.0,10.0,256.0,103.0,8.0,13.0,16.0,NaN,NaN
kernel_anchored,481,calibration,150.0,24.0,210.0,154.0,9.0,13.0,17.0,45.18067864074836,NaN
kernel_anchored,482,reference,191.0,39.0,133.0,165.0,11.0,12.0,26.0,NaN,NaN
kernel_anchored,483,calibration,217.0,25.0,163.0,133.0,10.0,13.0,16.0,18.107211389155147,NaN
kernel_anchored,484,reference,242.0,8.0,189.0,102.0,10.0,12.0,14.0,NaN,NaN
kernel_anchored,485,calibration,192.0,14.0,208.0,122.0,9.0,13.0,19.0,27.160904362164644,NaN
kernel_anchored,486,reference,222.0,15.0,184.0,126.0,9.0,12.0,9.0,NaN,NaN
kernel_anchored,487,calibration,226.0,10.0,182.0,121.0,10.0,12.0,16.0,25.49835746182076,NaN
kernel_anchored,488,reference,201.0,34.0,148.0,149.0,9.0,13.0,23.0,NaN,NaN
kernel_anchored,489,calibration,186.0,8.0,247.0,100.0,7.0,13.0,16.0,62.5103199617789,NaN
kernel_anchored,490,reference,221.0,30.0,159.0,129.0,9.0,13.0,16.0,NaN,NaN
kernel_anchored,491,calibration,196.0,16.0,185.0,146.0,9.0,12.0,13.0,16.460549764368743,NaN
kernel_anchored,492,reference,177.0,23.0,185.0,148.0,9.0,12.0,23.0,NaN,NaN
kernel_anchored,493,calibration,205.0,39.0,128.0,158.0,9.0,12.0,26.0,31.44406398708852,NaN
kernel_anchored,494,reference,221.0,22.0,157.0,142.0,9.0,11.0,15.0,NaN,NaN
kernel_anchored,495,calibration,202.0,20.0,147.0,171.0,10.0,13.0,14.0,24.619444336380326,NaN
kernel_anchored,496,reference,203.0,13.0,177.0,146.0,11.0,12.0,15.0,NaN,NaN
kernel_anchored,497,calibration,211.0,40.0,107.0,175.0,11.0,13.0,20.0,49.42511608504349,NaN
kernel_anchored,498,reference,196.0,13.0,182.0,149.0,9.0,12.0,16.0,NaN,NaN
kernel_anchored,499,calibration,214.0,17.0,147.0,157.0,10.0,11.0,21.0,20.909581622322918,NaN
kernel_anchored,500,reference,207.0,37.0,129.0,162.0,10.0,11.0,21.0,NaN,NaN
kernel_anchored,501,calibration,200.0,13.0,174.0,146.0,8.0,13.0,23.0,15.146010093923856,NaN
kernel_anchored,502,reference,199.0,36.0,112.0,184.0,8.0,13.0,25.0,NaN,NaN
kernel_anchored,503,calibration,162.0,24.0,202.0,149.0,9.0,14.0,17.0,33.86541330179468,NaN
kernel_anchored,504,reference,188.0,32.0,152.0,162.0,8.0,13.0,22.0,NaN,NaN
kernel_anchored,505,calibration,185.0,10.0,173.0,166.0,7.0,14.0,22.0,23.295670802031857,NaN
kernel_anchored,506,reference,198.0,16.0,174.0,156.0,9.0,11.0,13.0,NaN,NaN
kernel_anchored,507,calibration,196.0,19.0,176.0,148.0,10.0,10.0,18.0,14.893087470959571,NaN
kernel_anchored,508,reference,205.0,35.0,148.0,153.0,10.0,13.0,13.0,NaN,NaN
kernel_anchored,509,calibration,185.0,27.0,168.0,154.0,11.0,12.0,20.0,18.521349889839357,NaN
kernel_anchored,510,reference,210.0,8.0,193.0,134.0,8.0,13.0,11.0,NaN,NaN
kernel_anchored,511,calibration,200.0,22.0,170.0,147.0,8.0,11.0,19.0,14.246908786274538,NaN
kernel_anchored,512,reference,175.0,33.0,162.0,164.0,9.0,12.0,22.0,NaN,NaN
kernel_anchored,513,calibration,206.0,12.0,195.0,123.0,8.0,14.0,19.0,21.801072692073824,NaN
kernel_anchored,514,reference,206.0,17.0,160.0,155.0,11.0,13.0,15.0,NaN,NaN
kernel_anchored,515,calibration,214.0,28.0,163.0,122.0,8.0,13.0,29.0,22.810143522510145,NaN
kernel_anchored,516,reference,230.0,42.0,74.0,182.0,10.0,13.0,26.0,NaN,NaN
kernel_anchored,517,calibration,171.0,19.0,197.0,140.0,9.0,14.0,27.0,27.488285217355205,NaN
kernel_anchored,518,reference,239.0,11.0,141.0,155.0,9.0,10.0,12.0,NaN,NaN
kernel_anchored,519,calibration,234.0,38.0,144.0,124.0,9.0,13.0,15.0,34.86066843057554,NaN
kernel_anchored,520,reference,191.0,14.0,218.0,116.0,9.0,13.0,16.0,NaN,NaN
kernel_anchored,521,calibration,189.0,16.0,243.0,93.0,8.0,10.0,18.0,62.11470287628115,NaN
kernel_anchored,522,reference,206.0,18.0,180.0,136.0,8.0,13.0,16.0,NaN,NaN
kernel_anchored,523,calibration,202.0,40.0,159.0,126.0,9.0,13.0,28.0,24.020243061363217,NaN
kernel_anchored,524,reference,225.0,36.0,122.0,154.0,11.0,13.0,16.0,NaN,NaN
kernel_anchored,525,calibration,183.0,20.0,179.0,150.0,9.0,12.0,24.0,18.752392927705856,NaN
kernel_anchored,526,reference,210.0,22.0,127.0,177.0,11.0,13.0,17.0,NaN,NaN
kernel_anchored,527,calibration,201.0,20.0,138.0,166.0,11.0,13.0,28.0,26.525824306285294,NaN
kernel_anchored,528,reference,194.0,12.0,194.0,139.0,10.0,11.0,17.0,NaN,NaN
kernel_anchored,529,calibration,191.0,24.0,165.0,152.0,9.0,12.0,24.0,16.724443007146732,NaN
kernel_anchored,530,reference,201.0,37.0,158.0,143.0,9.0,13.0,16.0,NaN,NaN
kernel_anchored,531,calibration,204.0,18.0,212.0,110.0,9.0,13.0,11.0,33.8001364431554,NaN
kernel_anchored,532,reference,209.0,38.0,147.0,149.0,9.0,13.0,12.0,NaN,NaN
kernel_anchored,533,calibration,200.0,14.0,183.0,141.0,9.0,10.0,20.0,15.600096646842196,NaN
kernel_anchored,534,reference,207.0,34.0,132.0,166.0,9.0,11.0,18.0,NaN,NaN
kernel_anchored,535,calibration,178.0,11.0,226.0,125.0,9.0,14.0,14.0,40.233501242337475,NaN
kernel_anchored,536,reference,192.0,41.0,132.0,169.0,10.0,13.0,20.0,NaN,NaN
kernel_anchored,537,calibration,185.0,11.0,206.0,139.0,9.0,13.0,14.0,25.772621607938575,NaN
