modele,localisation,largeur_moyenne_sieges,partis_couverts,energy_score,percentile_joint,score_joint,couverture_scores_90,largeur_scores_90,vainqueur_correct
kernel_anchored,aucun,19.05714285714285,6,11.372281626498797,0.4,6.911667295105094,0.618698441796517,5.859591811205803,0.8720059880239521
kernel_anchored,tilt seul,23.221428571428568,4,14.906812586729497,0.4,13.275339419901325,0.5948670944087993,6.203675566841017,0.8485528942115769
kernel_anchored,ordre seul,15.36428571428571,5,21.84057824945844,0.8,29.529036815428114,0.6031164069660861,6.310997032421882,0.8557884231536926
kernel_anchored,tilt + ordre,28.707142857142856,6,17.228122974249136,0.2,6.390193465950244,0.6452795600366636,7.296279364906234,0.840818363273453
