modele,tilt,largeur_moyenne_sieges,partis_couverts,energy_score,percentile_joint,score_joint,couverture_scores_90,largeur_scores_90,vainqueur_correct
kernel_anchored,national,15.36428571428571,5,21.84057824945844,0.8,29.529036815428114,0.6031164069660861,6.310997032421882,0.8557884231536926
kernel_anchored,local,28.707142857142856,6,17.228122974249136,0.2,6.390193465950244,0.6452795600366636,7.296279364906234,0.840818363273453
