modele,similarite,largeur_moyenne_sieges,partis_couverts,energy_score,percentile_joint,score_joint,couverture_scores_90,largeur_scores_90,vainqueur_correct,correlation_moyenne_du_noyau
kernel_anchored,hellinger,42.435714285714276,6,29.604087257600412,0.6433566433566433,29.435766866503993,0.7433547204399633,10.232493595452416,0.8007285429141716,0.5576879011140528
kernel_anchored,departement,29.857142857142858,5,31.05592774377029,0.8531468531468531,30.599341032053367,0.7461044912923923,10.249362262364071,0.79974750499002,0.008703506400823978
