predit_moyen,predit_min,predit_max,realise,ic95_bas,ic95_haut,n
0.0014892638036809818,0.0,0.0225,0.009202453987730062,0.0031344472913534894,0.026702904940748225,326
0.07407272727272729,0.023,0.1365,0.02727272727272727,0.00931780104515347,0.07713214343911239,110
0.22679816513761464,0.1375,0.351,0.23853211009174313,0.16829549205620983,0.3265716491399448,109
0.5279311926605504,0.3555,0.716,0.5596330275229358,0.46598353421662536,0.6492222055105674,109
0.8068302752293578,0.717,0.8915,0.7798165137614679,0.6932434835280575,0.8473372951918472,109
0.9458211009174313,0.8925,0.9895,0.981651376146789,0.9355541544090205,0.9949537433875367,109
0.9993287671232877,0.9915,1.0,0.9863013698630136,0.9605053205878813,0.9953305736078162,219
